ons_id,party_name,firstname,surname,votes,share,change
E14000765,UK Independence Party,Steven,Harrison,7583,0.196634167,
E14000765,Conservative,Nick,Mason,6584,0.170729177,-0.035593017
E14000765,Green,Dave,Herbert,1310,0.033969505,
E14000765,Liberal Democrat,Stan,Collins,1238,0.032102479,-0.152587084
E14000765,Trade Unionist and Socialist Coalition,Norman,Hall,385,0.009983404,
E14000766,Conservative,Kris,Hopkins,21766,0.443091831,0.023671383
E14000766,Labour,John,Grogan,18713,0.380941718,0.023166829
E14000766,UK Independence Party,Paul,Latham,5662,0.11526169,0.084438911
E14000766,Green,Ros,Brown,1661,0.033813081,
E14000766,Liberal Democrat,Gareth,Epps,1321,0.02689168,-0.121120565
E14000767,Conservative,Jeremy,Wright,28474,0.583591236,0.047880638
E14000767,Labour,Bally,Singh,7472,0.153142998,0.009660517
E14000767,UK Independence Party,Harry,Cottam,5467,0.112049353,0.086982764
E14000767,Liberal Democrat,Richard,Dickson,4913,0.1006948,-0.175842954
E14000767,Green,Rob,Ballantyne,1956,0.040089361,0.028361335
E14000767,Monster Raving Loony Party,Nicholas,Green,370,0.007583366,
E14000767,Digital Democracy,Jon,Foster-Smith,139,0.002848886,
E14000768,Conservative,Victoria,Borwick,18199,0.522539336,0.021970346
E14000768,Labour,Rodwan,Abouharb,10838,0.311186402,0.055738322
E14000768,Liberal Democrat,Robin,McGhee,1962,0.056333984,-0.139170995
E14000768,Green,Robina,Rose,1765,0.050677616,0.029255141
E14000768,UK Independence Party,Jack ,Bovill,1557,0.044705409,0.023254485
E14000768,Cannabis is Safer than Alcohol Party,Tony,Auguste,211,0.006058344,
E14000768,Animal Welfare Party,Andrew,Knight,158,0.00453658,
E14000768,Alliance for Green Socialism,Toby,Abse,115,0.003301941,-0.002302611
E14000768,New Independent Centralists,Roland,Courtenay,23,0.000660388,
E14000769,Conservative,Philip,Hollobone,24467,0.518171036,0.026981888
E14000769,Labour,Rhea,Keehn,11877,0.251535431,-0.047505306
E14000769,UK Independence Party,Jonathan,Bullock,7600,0.160955568,
E14000769,Green,Rob,Reeves,1633,0.034584269,
E14000769,Liberal Democrat,Chris,McGlynn,1490,0.031555763,-0.126870539
E14000769,English Democrats,Derek,Hilling,151,0.003197933,-0.01691701
S14000040,Scottish National Party,Alan,Brown,30000,0.556555294,0.297023148
S14000040,Labour and Co-operative,Cathy,Jamieson,16362,0.303545257,-0.221877379
S14000040,Conservative,Brian ,Whittle,6752,0.125262045,-0.01634
S14000040,Liberal Democrat,Rod,Ackland,789,0.014637404,-0.058805768
E14000770,Conservative,James,Berry,23249,0.392368319,0.026974612
E14000770,Liberal Democrat,Edward,Davey,20415,0.344539517,-0.153227988
E14000770,Labour,Lee,Godfrey,8574,0.144701534,0.051251936
E14000770,UK Independence Party,Ben,Roberts,4321,0.072924578,0.047535423
E14000770,Green,Clare,Keogh,2322,0.039187889,0.029469971
E14000770,Christian Peoples Alliance Party,Daniel,Gill,198,0.003341603,-0.000615603
E14000770,Trade Unionist and Socialist Coalition,Laurel,Fogarty,174,0.00293656,
E14000771,Labour,Karl,Turner,18180,0.51730025,0.037923934
E14000771,UK Independence Party,Richard,Barrett,7861,0.223679718,0.143378992
E14000771,Conservative,Christine,Mackay,5593,0.159145231,-0.006634081
E14000771,Liberal Democrat,David,Nolan,2294,0.0652743,-0.16261009
E14000771,Green,Sarah,Walpole,806,0.022934214,
E14000771,Yorkshire First,Martin ,Clayton,270,0.007682677,
E14000771,National Front,Mike,Cooper,86,0.002447075,-0.023295963
E14000771,Social Democratic Party,Val,Hoodless,54,0.001536535,
E14000772,Labour,Diana,Johnson,18661,0.528101653,0.136284044
E14000772,UK Independence Party,Sergi,Singh,5762,0.163063165,0.122271359
E14000772,Conservative,Dehenna,Davison,5306,0.150158479,0.019041961
E14000772,Liberal Democrat,Mike,Ross,3175,0.089851709,-0.282711446
E14000772,Green,Martin,Deane,2066,0.058467285,0.044109051
E14000772,Yorkshire First,Vicky,Butler,366,0.010357709,
E14000773,Labour,Alan,Johnson,15646,0.491966167,0.067335156
E14000773,UK Independence Party,Paul,Salvidge,6313,0.198503286,0.144924489
E14000773,Conservative,Jo ,Barker,5561,0.174857718,-0.027046742
E14000773,Liberal Democrat,Claire,Thomas,3169,0.099644688,-0.142729539
E14000773,Green,Angela,Needham,943,0.029651291,
E14000773,Trade Unionist and Socialist Coalition,Paul,Spooner,171,0.005376851,0.000615702
E14000774,Conservative,Chris,Skidmore,23252,0.483158442,0.078991949
E14000774,Labour,Jo,McCarron,14246,0.296020779,-0.057108265
E14000774,UK Independence Party,Duncan,Odgers,7133,0.148218182,0.116322386
E14000774,Liberal Democrat,Adam,Boyden,1827,0.037963636,-0.130533003
E14000774,Green,Cezara,Nanu,1370,0.028467532,0.020472709
E14000774,British National Party,Julie,Lake,164,0.003407792,-0.0239583
E14000774,Trade Unionist and Socialist Coalition,Richard,Worth,84,0.001745455,
E14000774,Vapers In Power,Liam,Bryan,49,0.001018182,
S14000041,Scottish National Party,Roger,Mullin,27628,0.522347425,0.379340569
S14000041,Labour and Co-operative,Kenny,Selbie,17654,0.333774484,-0.311590347
S14000041,Conservative,Dave,Dempsey,5223,0.098748393,0.00578302
S14000041,UK Independence Party,Jack ,Neill,1237,0.02338728,0.006794118
S14000041,Liberal Democrat,Callum ,Leslie,1150,0.021742419,-0.071463118
E14000775,Labour,George,Howarth,39628,0.781185933,0.072466331
E14000775,UK Independence Party,Louise,Bours,4973,0.098032645,0.072393342
E14000775,Conservative,Alice,Bramall,3367,0.0663736,-0.023285587
E14000775,Liberal Democrat,Carl,Cashman,1490,0.029372339,-0.104175962
E14000775,Green,Vikki,Gregorich,1270,0.025035483,
N06000009,Democratic Unionist Party,Jeffrey,Donaldson,19055,0.478828999,-0.019227925
N06000009,Ulster Unionist Party,Alexander,Redpath,6055,0.152154793,
N06000009,Alliance,Trevor,Lunn,5544,0.139313984,0.025083004
N06000009,Social Democratic and Labour Party,Pat,Catney,2500,0.062821963,0.012603024
N06000009,UK Independence Party,Alan,Love,2200,0.055283327,
N06000009,Traditional Unionist Voice,Samuel,Morrison,1887,0.047418017,-0.038898348
N06000009,Sinn Fein,Jacqui,McGeough,1144,0.02874733,-0.011345719
N06000009,Independent,Jonny,Orr,756,0.018997361,
N06000009,Conservative,Helen,Osborne,654,0.016434225,
S14000042,Scottish National Party,Angela,Crawley,26976,0.488182707,0.278104088
S14000042,Labour,Jim,Hood,16876,0.305403742,-0.194188129
S14000042,Conservative,Alex,Allison,8772,0.158746245,0.008791354
S14000042,UK Independence Party,Donald,MacKay,1431,0.025896703,0.012664757
S14000042,Liberal Democrat,Gregg,Cullen,1203,0.021770603,-0.090980181
E14000776,Labour,Catherine,Smith,17643,0.422708323,0.069765769
E14000776,Conservative,Eric,Ollerenshaw,16378,0.392400211,0.031659245
E14000776,UK Independence Party,Matthew,Atkins,4060,0.097273468,0.073386439
E14000776,Green,Chris,Coates,2093,0.05014615,0.005931729
E14000776,Liberal Democrat,Robin,Long,1390,0.033302985,-0.157957173
E14000776,Independent,Harold,Elletson,174,0.004168863,
E14000777,Labour,Hilary,Benn,24758,0.549591547,0.056624761
E14000777,Conservative,Nicola,Wilson,7791,0.172948855,-0.028714514
E14000777,UK Independence Party,Luke,Senior,7082,0.157210087,
E14000777,Green,Michael,Hayton,3558,0.078982419,
E14000777,Liberal Democrat,Emma,Spriggs,1529,0.033941573,-0.174353875
E14000777,Trade Unionist and Socialist Coalition,Liz,Kitching,330,0.007325519,
E14000778,Labour,Richard,Burgon,20530,0.537490837,0.03353717
E14000778,Conservative,Ryan,Stephenson,7997,0.209367473,-0.022378223
E14000778,UK Independence Party,Mark,Maniatt,7256,0.189967536,
E14000778,Liberal Democrat,Ed,Sanderson,1296,0.033930254,-0.141088919
E14000778,Green,Kate,Bisson,1117,0.0292439,
E14000779,Labour,Fabian,Hamilton,23137,0.479116191,0.052335924
E14000779,Conservative,Simon,Wilson,15887,0.328984697,-0.002181812
E14000779,UK Independence Party,Warren,Hendon,3706,0.076743078,0.059029815
E14000779,Liberal Democrat,Aqila,Choudhry,2569,0.053198319,-0.142657367
E14000779,Green,Emma,Carter,2541,0.0526185,
E14000779,Alliance for Green Socialism,Celia,Foote,451,0.009339214,-0.003198915
E14000780,Liberal Democrat,Greg,Mulholland,15948,0.367829878,-0.107137351
E14000780,Labour,Alex,Sobel,13041,0.300781881,0.090768772
E14000780,Conservative,Alex,Story,8083,0.18642895,-0.079192097
E14000780,Green,Tim,Goodall,3042,0.070161681,0.058478954
E14000780,UK Independence Party,Julian,Metcalfe,2997,0.069123786,0.05532529
E14000780,Yorkshire First,Bob,Buxton,143,0.003298199,
E14000780,Alliance for Green Socialism,Mike,Davies,79,0.001822082,-0.000960615
E14000780,The Above and Beyond Party,Mark,Flanagan,24,0.000553544,
E14000781,Labour,Rachel,Reeves,18456,0.480337298,0.057417191
E14000781,Conservative,Alex,Pierre-Traves,7729,0.201155558,0.003978638
E14000781,UK Independence Party,Anne,Murgatroyd,7104,0.184889259,0.155471423
E14000781,Green,Andrew,Pointon,3217,0.083725893,0.036450914
E14000781,Liberal Democrat,Laura,Coyle,1495,0.038908987,-0.2029624
E14000781,Cannabis is Safer than Alcohol Party,Matthew,West,217,0.005647659,
E14000781,Trade Unionist and Socialist Coalition,Ben,Mayor,205,0.005335346,
E14000782,Labour,Keith,Vaz,29386,0.611342265,0.073702928
E14000782,Conservative,Kishan,Devani,11034,0.229549804,-0.01468397
E14000782,UK Independence Party,Susanna,Steptoe,4290,0.089248565,0.074142824
E14000782,Green,Nimit,Jethwa,1468,0.030540068,0.015267644
E14000782,Liberal Democrat,Dave,Raval,1233,0.025651161,-0.116384468
E14000782,Trade Unionist and Socialist Coalition,Michael,Barker,540,0.011234085,
E14000782,Independent,Tom,Darwood,117,0.002434052,
E14000783,Labour and Co-operative,Jon,Ashworth,27473,0.597993122,0.142195651
E14000783,Conservative,Leon,Hadji-Nikolaou,9628,0.209568586,-0.004038068
E14000783,UK Independence Party,Peter,Stone,3832,0.083409516,0.068130678
E14000783,Green,Gabby,Garcia,2533,0.055134735,0.038794866
E14000783,Liberal Democrat,Anita,Prabhakar,2127,0.046297506,-0.222588837
E14000783,Trade Unionist and Socialist Coalition,Andrew,Walton,349,0.007596535,
E14000784,Labour,Liz,Kendall,16051,0.464949887,0.081214998
E14000784,Conservative,Paul,Bessant,8848,0.25630033,-0.015287375
E14000784,UK Independence Party,Stuart,Young,5950,0.172353861,0.14770214
E14000784,Green,Peter,Hague,1878,0.054400093,0.036560399
E14000784,Liberal Democrat,Ian,Bradwell,1507,0.043653323,-0.182679071
E14000784,Trade Unionist and Socialist Coalition,Heather,Rawling,288,0.008342506,0.003959358
E14000785,Labour,Andy,Burnham,24312,0.538793963,0.058441171
E14000785,Conservative,Louisa,Townson,10216,0.226403386,0.016983554
E14000785,UK Independence Party,Les,Leggett,8903,0.197305144,0.162680042
E14000785,Liberal Democrat,Bill,Winlow,1150,0.025485894,-0.156075957
E14000785,Left Unity - Trade Unionists and Socialists,Stephen,Hall,542,0.012011613,
E14000786,Conservative,Maria,Caulfield,19206,0.380015829,0.012642406
E14000786,Liberal Democrat,Norman,Baker,18123,0.358587258,-0.161457464
E14000786,UK Independence Party,Ray,Finch,5427,0.107380293,0.072881012
E14000786,Labour,Lloyd,Russell-Moyle,5000,0.098931539,0.048859666
E14000786,Green,Alfie,Stirling,2784,0.055085081,0.040530697
E14000787,Labour,Heidi,Alexander,23907,0.556974116,0.126331004
E14000787,Conservative,Peter,Fortune,9574,0.223050579,-0.013052875
E14000787,UK Independence Party,Anna,Waters,3886,0.090534212,0.072053424
E14000787,Liberal Democrat,Julia,Fletcher,2455,0.057195443,-0.224450809
E14000787,Green,Storm,Poorun,2429,0.056589707,0.041632493
E14000787,Lewisham People Before Profit,Nick,Long,390,0.009086038,
E14000787,Christian Peoples Alliance Party,Maureen,Martin,282,0.006569904,
E14000788,Labour,Jim,Dowd,24347,0.505911688,0.095034012
E14000788,Conservative,Russell,Jackson,11633,0.241724675,-0.013427674
E14000788,Green,Tom,Chance,4077,0.084716883,0.064040859
E14000788,UK Independence Party,Gary,Harding,3764,0.078212987,0.0534062
E14000788,Liberal Democrat,Alex,Feakes,3709,0.07707013,-0.20437697
E14000788,Trade Unionist and Socialist Coalition,Martin,Powell-Davies,391,0.008124675,
E14000788,Independent,David,Hansom,160,0.003324675,
E14000788,Liberty GB,George,Whale,44,0.000914286,
E14000789,Labour,Vicky,Foxcroft,28572,0.60245435,0.065530527
E14000789,Conservative,Bim,Afolami,7056,0.148779151,0.014111514
E14000789,Green,John,Coughlin,5932,0.125079071,0.057830162
E14000789,Liberal Democrat,Michael,Bukola,2497,0.052650445,-0.181046789
E14000789,UK Independence Party,Massimo,Dimambro,2013,0.042445072,
E14000789,Lewisham People Before Profit,Helen,Mercer,666,0.01404293,
E14000789,Christian Peoples Alliance Party,Malcolm,Martin,300,0.006325644,-0.005489009
E14000789,Trade Unionist and Socialist Coalition,Christopher,Flood,286,0.006030447,-0.009617296
E14000789,Democratic Reform Party,Phillip,Badger,74,0.001560326,
E14000789,Independent,David,Harvey,30,0.000632564,
E14000790,Labour,John,Cryer,23856,0.586099305,0.150057571
E14000790,Conservative,Matthew ,Scott,8939,0.219615262,-0.002701031
E14000790,Green,Ashley,Gunstock,2974,0.073065867,0.059071495
E14000790,UK Independence Party,Rosamund,Beattie,2341,0.057514188,0.030621088
E14000790,Liberal Democrat,Carl,Quilliam,2304,0.056605164,-0.219671635
E14000790,Independent,Mahtab,Aziz,289,0.007100214,
E14000791,Conservative,Michael,Fabricant,28389,0.551596168,0.007640231
E14000791,Labour,Chris,Worsey,10200,0.198185245,-0.000212831
E14000791,UK Independence Party,John,Rackham,8082,0.157032662,0.100402908
E14000791,Liberal Democrat,Paul,Ray,2700,0.0524608,-0.148555432
E14000791,Green,Robert,Pass,1976,0.038393534,
E14000791,Class War,Andy,Bennetts,120,0.002331591,
E14000792,Conservative,Karl,McCartney,19976,0.426363869,0.050978379
E14000792,Labour,Lucy,Rigby,18533,0.395564757,0.043319618
E14000792,UK Independence Party,Nick,Smith,5721,0.122107914,0.10014864
E14000792,Liberal Democrat,Ross,Pepper,1992,0.042516862,-0.159928404
E14000792,Trade Unionist and Socialist Coalition,Elaine,Smith,344,0.007342269,
E14000792,Linconshire Independents ,Helen,Powell,286,0.006104329,
S14000043,Scottish National Party,Martyn,Day,32055,0.520398721,0.266151879
S14000043,Labour,Michael,Connarty,19121,0.310420962,-0.18781033
S14000043,Conservative,Sandy,Batho,7384,0.119875968,0.000420186
S14000043,UK Independence Party,Alistair,Forrest,1682,0.027306525,
S14000043,Liberal Democrat,Emma,Farthing-Sykes,1252,0.020325665,-0.107740418
S14000043,National Front,Neil,McIvor,103,0.001672159,
E14000793,Labour and Co-operative,Louise,Ellman,29835,0.674039265,0.081322583
E14000793,Green,Martin,Dobson,5372,0.121365475,0.086443694
E14000793,Conservative,Jackson,Ng,4245,0.095904028,-0.013448824
E14000793,UK Independence Party,Joe,Chiffers,2510,0.056706504,0.039335818
E14000793,Liberal Democrat,Paul,Childs,1719,0.038836048,-0.188606544
E14000793,Trade Unionist and Socialist Coalition,Tony,Mulhearn,582,0.013148679,
E14000794,Labour,Steve,Rotheram,31222,0.8130094,0.093364723
E14000794,UK Independence Party,Steven,Flatman,3445,0.089706533,0.063552463
E14000794,Conservative,Norsheen,Bhatti,1802,0.046923417,-0.018345259
E14000794,Green,Jonathan,Clatworthy,956,0.024893888,
E14000794,Liberal Democrat,Pat,Moloney,899,0.023409629,-0.119039766
E14000794,Independent,Alexander,Karran,56,0.001458219,
E14000794,The Pluralist Party,Jonathan,Bishop Dzon,23,0.000598912,
E14000795,Labour and Co-operative,Luciana,Berger,28401,0.693146874,0.162155683
E14000795,Conservative,James,Pearson,4098,0.100014643,0.025372031
E14000795,UK Independence Party,Adam,Heatherington,3375,0.082369307,0.058895129
E14000795,Liberal Democrat,Leo,Evans,2454,0.059891639,-0.282066477
E14000795,Green,Peter,Cranie,2140,0.052228242,0.036455704
E14000795,Trade Unionist and Socialist Coalition,David,Walsh,362,0.008834871,
E14000795,Independent,Niamh,McCarthy,144,0.003514424,
E14000796,Labour and Co-operative,Stephen,Twigg,30842,0.751675562,0.110243637
E14000796,UK Independence Party,Neil,Miney,3475,0.084692062,0.054147685
E14000796,Conservative,Ed,McRandal,2710,0.066047623,-0.026479764
E14000796,Liberal,Steve,Radford,2049,0.049937852,-0.043036662
E14000796,Green,Rebecca,Lawson,996,0.024274329,
E14000796,Liberal Democrat,Paul,Twigger,959,0.023372572,-0.101990719
S14000044,Scottish National Party,Hannah,Bardell,32736,0.568856761,0.309520964
S14000044,Labour,Graeme,Morrice,15893,0.276174258,-0.208410459
S14000044,Conservative,Christopher,Donnelly,5929,0.103028829,-0.004638109
S14000044,UK Independence Party,Nathan,Somerville,1757,0.030531566,0.021284483
S14000044,Liberal Democrat,Charles,Dundas,1232,0.021408588,-0.089556407
W07000045,Labour,Nia,Griffith,15948,0.413439104,-0.011429426
W07000045,Plaid Cymru,Vaughan,Williams,8853,0.229506922,-0.069871098
W07000045,UK Independence Party,Kenneth,Rees,6269,0.162518795,0.134569728
W07000045,Conservative,Selaine,Saxby,5534,0.14346451,-0.000178212
W07000045,Liberal Democrat,Cen,Phillips,751,0.019469072,-0.084692589
W07000045,Green,Guy,Smith,689,0.017861772,
W07000045,People First - Gwerin Gyntaf,Si̢n,Caiach,407,0.010551148,
W07000045,Trade Unionist and Socialist Coalition,Scott,Jones,123,0.003188676,
E14000797,Conservative,Nicky,Morgan,25762,0.495232603,0.079414442
E14000797,Labour,Matthew,O'Callaghan,16579,0.318704344,-0.026255722
E14000797,UK Independence Party,Bill,Piper,5704,0.109650135,0.092143794
E14000797,Liberal Democrat,Steve,Coltman,2130,0.04094579,-0.142161065
E14000797,Green,Matt,Sisson,1845,0.035467128,
E14000798,Conservative,Victoria,Atkins,25755,0.511661634,0.015266022
E14000798,UK Independence Party,Colin,Mair,10778,0.214121106,0.170888247
E14000798,Labour,Matthew,Brown,9077,0.180328195,0.006842236
E14000798,Liberal Democrat,Lisa,Gabriel,2255,0.044798951,-0.176890755
E14000798,Green,Romy,Rayner,1549,0.030773204,
E14000798,Linconshire Independents ,Daniel,Simpson,659,0.013092022,
E14000798,Monster Raving Loony Party,Peter,Hill,263,0.005224889,
E14000799,Conservative,Philip,Dunne,26093,0.542891621,0.015107004
E14000799,UK Independence Party,David,Kelly,7164,0.149054366,0.105407481
E14000799,Liberal Democrat,Charlotte,Barnes,6469,0.134594178,-0.193137086
E14000799,Labour,Simon,Slater,5902,0.122797162,0.055654422
E14000799,Green,Janet Helen,Phillips,2435,0.050662672,0.041490054
E14000800,Labour,Kelvin,Hopkins,22243,0.522491837,0.029860845
E14000800,Conservative,Dean,Russell,12739,0.299241268,-0.01857918
E14000800,UK Independence Party,Allan,White,5318,0.124920721,0.088563847
E14000800,Liberal Democrat,Aroosa,Ulzaman,1299,0.03051373,-0.080695531
E14000800,Green,Sofiya,Ahmed,972,0.022832445,0.011441864
E14000801,Labour and Co-operative,Gavin,Shuker,18660,0.442012507,0.093211105
E14000801,Conservative,Katie,Redmond,12949,0.306732045,0.013099299
E14000801,UK Independence Party,Muhammad,Rehman,5129,0.12149422,0.098398711
E14000801,Liberal Democrat,Ashuk,Ahmed,3183,0.075397953,-0.151222285
E14000801,Green,Simon,Hall,1237,0.029301687,0.020631988
E14000801,Independent,Attiq,Malik,900,0.021318931,
E14000801,Independent,Paul,Weston,158,0.003742657,
E14000802,Conservative,David,Rutley,26063,0.525484899,0.055978916
E14000802,Labour,Tim,Roca,11252,0.226863986,0.023823574
E14000802,UK Independence Party,Adrian,Howard,6037,0.121718618,0.093392043
E14000802,Liberal Democrat,Neil,Christian,3842,0.077462801,-0.153145082
E14000802,Green,Joan,Plimmer,2404,0.048469696,0.031689497
E14000803,Conservative,Theresa,May,35453,0.658304707,0.063796144
E14000803,Labour,Charles,Smith,6394,0.118726209,0.048082129
E14000803,Liberal Democrat,Tony,Hill,5337,0.099099434,-0.183253508
E14000803,UK Independence Party,Herbie,Crossman,4539,0.084281868,0.061143372
E14000803,Green,Emily,Blyth,1915,0.035558444,0.026585994
E14000803,Independent,Ian,Taplin,162,0.003008077,
E14000803,Class War,Joe,Wilcox,55,0.001021261,
E14000804,Conservative,Helen,Grant,22745,0.454809038,-0.025304598
E14000804,Liberal Democrat,Jasper,Gerard,12036,0.240671866,-0.119081241
E14000804,UK Independence Party,Eddie,Powell,7930,0.158568286,0.125110961
E14000804,Labour,Allen,Simpson,5268,0.105338932,0.007869181
E14000804,Green,Hannah,Patton,1396,0.027914417,0.014527399
E14000804,National Health Action Party,Paul,Hobday,583,0.011657668,
E14000804,Independent,Robin,Kinrade,52,0.001039792,
E14000805,Labour,Yvonne,Fovargue,23208,0.518174511,0.045258653
E14000805,UK Independence Party,Andrew,Collinson,10053,0.224457444,
E14000805,Conservative,Zehra,Zaidi,8752,0.195409485,0.007842374
E14000805,Liberal Democrat,John,Skipworth,1639,0.036594624,-0.125202
E14000805,Green,Philip,Mitchell,1136,0.025363937,
E14000806,Conservative,John,Whittingdale,29112,0.605931939,0.007518743
E14000806,UK Independence Party,Beverley,Acevedo,7042,0.146570923,0.095500874
E14000806,Labour,Peter,Edwards,5690,0.118430638,-0.008304929
E14000806,Independent,Ken,Martin,2424,0.050452701,
E14000806,Liberal Democrat,Zoe,O'Connell,2157,0.044895411,-0.148318912
E14000806,Green,Robert,Graves,1504,0.031303986,
E14000806,The Sustainable Population Party,John,Marett,116,0.002414403,
E14000807,Labour and Co-operative,Lucy,Powell,27772,0.61264918,0.085211607
E14000807,Conservative,Xingang,Wang,6133,0.135293728,0.017478716
E14000807,UK Independence Party,Myles,Power,5033,0.111027773,0.095825028
E14000807,Green,Kieran,Turner-Dave,3838,0.084666123,0.061749299
E14000807,Liberal Democrat,John,Reid,1867,0.041185943,-0.22479948
E14000807,Pirate Party,Loz,Kaye,346,0.007632746,
E14000807,Trade Unionist and Socialist Coalition,Alex,Davidson,270,0.005956189,
E14000807,Communist League Election Campaign,John,Davies,72,0.001588317,
E14000808,Labour,Gerald,Kaufman,28187,0.670815583,0.169550091
E14000808,Green,Laura,Bannister,4108,0.097765297,0.070420222
E14000808,Conservative,Mohammed,Afzal,4063,0.096694353,-0.013520912
E14000808,UK Independence Party,Phil,Eckersley,3434,0.081724934,
E14000808,Liberal Democrat,Dave,Page,1782,0.042409386,-0.283957215
E14000808,Trade Unionist and Socialist Coalition,Simon,Hickman,264,0.006282872,-0.002510344
E14000808,Pirate Party,Cris,Chesha,181,0.004307575,-0.001850285
E14000809,Labour,Jeff,Smith,26843,0.537225313,0.132703983
E14000809,Liberal Democrat,John,Leech,11970,0.239562903,-0.207018341
E14000809,Conservative,Robert,Manning,4872,0.097506304,-0.013639351
E14000809,Green,Lucy,Bannister,4048,0.08101509,0.063293965
E14000809,UK Independence Party,Mark,Davies,2172,0.043469559,0.027969126
E14000809,Independent,Marcus,Farmer,61,0.00122083,
E14000810,Labour,Alan,Meale,18603,0.394189816,0.006691108
E14000810,Conservative,Andrea,Clarke,13288,0.281567182,0.018296183
E14000810,UK Independence Party,Sid,Pepper,11850,0.251096561,0.189416635
E14000810,Liberal Democrat,Tony,Rogers,1642,0.034793296,-0.11954083
E14000810,Green,Paul,Frost,1486,0.031487721,
E14000810,Trade Unionist and Socialist Coalition,Karen,Seymour,324,0.006865425,
E14000811,Conservative,George,Hollingbery,31578,0.610592262,0.048158131
E14000811,UK Independence Party,David,Alexander,7665,0.148210453,0.119130473
E14000811,Labour,Gemma,McKenna,5656,0.109364426,0.045622671
E14000811,Liberal Democrat,Christopher,Carrigan,4987,0.09642864,-0.229364716
E14000811,Green,Diana,Korchien,1831,0.035404219,
E14000812,Conservative,Caroline,Spelman,28791,0.547326198,0.030551535
E14000812,Labour,Tom,McNeil,9996,0.190027185,-0.0151605
E14000812,UK Independence Party,Mick,Gee,8908,0.169343954,0.142926255
E14000812,Liberal Democrat,Ade,Adeyemo,2638,0.050149231,-0.127719716
E14000812,Green,Alison,Gavin,2170,0.0412524,0.028254432
E14000812,Independence from Europe,Chris,Booth,100,0.001901032,
W07000071,Labour,Gerald,Jones,17619,0.538560293,0.101878662
W07000071,UK Independence Party,David,Rowlands,6106,0.186642213,0.159456778
W07000071,Conservative,Bill,Rees,3292,0.100626624,0.025430215
W07000071,Plaid Cymru,Rhayna,Mann,3099,0.094727189,0.044190963
W07000071,Liberal Democrat,Bob,Griffin,1351,0.041296042,-0.268935908
W07000071,Green,Elspeth,Parris,603,0.018431912,
W07000071,Independent,Eddy,Blanche,459,0.014030261,
W07000071,Communist Party of Britain,Robert,Griffiths,186,0.005685465,
E14000813,Conservative,Nadine,Dorries,32544,0.560523596,0.035631526
E14000813,Labour,Charlynne,Pullen,9217,0.158749569,0.011054796
E14000813,UK Independence Party,Nigel,Wickens,8966,0.154426455,0.102948233
E14000813,Liberal Democrat,Linda,Jack,4193,0.072218395,-0.176665879
E14000813,Green,Gareth,Ellis,2462,0.042404409,0.028323494
E14000813,Independent,Tim,Ireland,384,0.006613848,
E14000813,Monster Raving Loony Party,Ann,Kelly,294,0.005063727,
E14000814,Conservative,Pauline,Latham,24908,0.521863018,0.038634595
E14000814,Labour,Nicola,Heaton,12134,0.25422699,0.009518275
E14000814,UK Independence Party,Martin,Fitzpatrick,6497,0.136122693,0.109676831
E14000814,Liberal Democrat,Hilary,Jones,2292,0.048021119,-0.157103295
E14000814,Green,Sue,Macfarlane,1898,0.03976618,
E14000815,Conservative,Michael,Tomlinson,23639,0.508376524,0.063155527
E14000815,Liberal Democrat,Vikki,Slade,13109,0.281920041,-0.169050293
E14000815,UK Independence Party,Richard,Turner,5663,0.121787565,0.076711905
E14000815,Labour,Patrick,Canavan,2767,0.059506656,0.000773648
E14000815,Green,Mark,Chivers,1321,0.028409213,
E14000816,Conservative,George,Freeman,27206,0.521067954,0.026179743
E14000816,UK Independence Party,Anna,Coke,9930,0.190186164,0.135030053
E14000816,Labour,Harry,Clarke ,9585,0.183578488,0.009107888
E14000816,Liberal Democrat,Paul,Speed,3300,0.063203861,-0.158740392
E14000816,Green,Simeon,Jackson,2191,0.041963533,0.013262657
E14000817,Conservative,Nicholas,Soames,32268,0.561260697,0.054072442
E14000817,Labour,Greg,Mountain,7982,0.138836708,0.072790696
E14000817,UK Independence Party,Toby,Brothers,6898,0.119981911,0.09450523
E14000817,Liberal Democrat,Daisy,Cooper,6604,0.114868156,-0.259798392
E14000817,Green,Miranda,Diboll,2453,0.042666806,0.031119048
E14000817,Independent,Beki,Adam,958,0.016663188,
E14000817,Monster Raving Loony Party,Baron,Von Thunderclap,329,0.005722535,0.001085529
N06000010,Sinn Fein,Francie,Molloy,19935,0.487146278,-0.032882124
N06000010,Ulster Unionist Party,Sandra,Overend,6318,0.154391281,
N06000010,Democratic Unionist Party,Ian,McCrea,5465,0.133546747,-0.010324757
N06000010,Social Democratic and Labour Party,Malachy,Quinn,5055,0.123527687,-0.019119588
N06000010,Traditional Unionist Voice,Gareth,Ferguson,1892,0.046234299,-0.027097075
N06000010,UK Independence Party,Alan,Day,863,0.021088901,
N06000010,Alliance,Eric,Bullick,778,0.019011779,0.009291393
N06000010,Workers Party,Hugh,Scullion,496,0.01212062,
N06000010,Conservative,Lucille,Nicholson,120,0.002932408,
E14000818,Conservative,Nigel,Huddleston,29763,0.569899473,0.024651982
E14000818,UK Independence Party,Richard,Keel,9231,0.176754428,0.11688912
E14000818,Labour,Robin,Lunn,7548,0.144528483,-0.004948261
